bench_name,num_qubits,depth,num_nonlocal_gates,num_measurements,fidelity,fidelity_std
qaoa_r3,10,28,24,10,0.8022511591925294,0.0
bv,12,9,5,11,0.7284320248392104,0.0
ghz,12,13,11,12,0.4599327058298843,0.0
hamsim_1,12,15,11,12,0.9292006389577661,0.0
qaoa_pl1,10,10,6,10,0.8427155125802988,0.0
qsvm,12,27,22,12,0.41632877440921406,0.0
twolocal_1,12,15,12,12,0.8681988557858533,0.0
vqe_1,12,14,11,12,0.30186791194129375,0.0
wstate,12,25,22,12,0.4380668120766852,0.0
